,word,ort,pho,wf,sfi,d,u,f,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
5536,webs,__we_bs___,__wEbz____,13.0,44.0,0.667200029,2.0,59.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,59.0,4.193220934316819,5930
5537,wed,__we_d____,__wEd_____,39.0,39.0,0.380499989,0.800400019,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.5,5931
5538,wedge,__we_dge__,__wEJ_____,123.0,46.79999924,0.7598999740000001,4.0,103.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,5.0,6.0,6.0,6.0,4.0,1.0,103.0,5.1,5933
5539,weds,__we_ds___,__wEdz____,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5934
5540,wee,__wee_____,__wi______,81.0,43.5,0.475300014,2.0,63.0,0.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,2.0,5935
5541,weed,__weed____,__wid_____,126.0,49.09999847,0.855400026,8.0,156.0,21.0,8.0,7.0,8.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,4.0,156.0,6.5,5936
5542,weeds,__weeds___,__widz____,103.0,52.09999847,0.86680001,16.0,315.0,48.0,22.0,12.0,18.0,18.0,19.0,15.0,14.0,14.0,11.0,10.0,7.0,3.0,315.0,4.193220934316819,5937
5543,week,__week____,__wik_____,31909.0,61.5,0.9454,141.0,2558.0,133.0,193.0,125.0,132.0,149.0,141.0,139.0,133.0,131.0,121.0,120.0,108.0,68.0,2558.0,3.8,5938
5544,weeks,__weeks___,__wiks____,11737.0,60.29999924,0.941399992,106.0,1934.0,84.0,129.0,115.0,115.0,111.0,117.0,114.0,112.0,110.0,106.0,101.0,97.0,60.0,1934.0,4.193220934316819,5939
5545,weep,__weep____,__wip_____,25.0,42.40000153,0.37160000200000004,1.0,55.0,1.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,55.0,5.0,5940
5546,weeps,__weeps___,__wips____,5.0,39.40000153,0.311500013,0.8776000140000001,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.193220934316819,5941
5547,weigh,__weigh___,__we______,328.0,52.70000076,0.868900001,18.0,359.0,6.0,13.0,14.0,14.0,21.0,22.0,23.0,22.0,22.0,21.0,22.0,21.0,9.0,359.0,3.5,5944
5548,weight,__weight__,__wet_____,1231.0,60.5,0.8909000159999999,112.0,2133.0,5.0,33.0,54.0,65.0,87.0,104.0,117.0,122.0,128.0,138.0,150.0,150.0,132.0,2133.0,4.193220934316819,5945
5549,weights,__weights_,__wets____,80.0,50.70000076,0.8033000229999999,11.0,245.0,0.0,1.0,2.0,3.0,6.0,9.0,10.0,10.0,12.0,12.0,12.0,13.0,23.0,245.0,4.193220934316819,5946
5550,weird,__weird___,__wird____,212.0,47.09999847,0.452499986,5.0,145.0,2.0,8.0,11.0,10.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,145.0,3.5,5948
5551,weld,__we_ld___,__wEld____,119.0,39.70000076,0.08510000300000001,0.9239000079999999,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,4.2,5950
5552,welds,__we_lds__,__wEldz___,16.0,31.39999962,0.056600001,0.139599994,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.193220934316819,5951
5553,well,__we_ll___,__wEl_____,26946.0,69.30000305,0.982800007,845.0,14806.0,1024.0,1066.0,1046.0,975.0,898.0,825.0,795.0,768.0,742.0,690.0,665.0,661.0,715.0,14806.0,3.3,5952
5554,welsh,__we_lsh__,__wElS____,116.0,43.59999847,0.611899972,2.0,56.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,56.0,2.6,5953
5555,welt,__we_lt___,__wElt____,39.0,31.70000076,0.205400005,0.149100006,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.1,5954
5556,welts,__we_lts__,__wElts___,6.0,33.59999847,0.300900012,0.23039999600000002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,5955
5557,wen,__we_n____,__wEn_____,5.0,33.90000153,0.0,0.24480000100000002,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.193220934316819,5956
5558,wench,__we_nch__,__wEnC____,1.0,35.59999847,0.41699999600000004,0.35989999799999994,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.8,5957
5559,wend,__we_nd___,__wEnd____,11.0,32.59999847,0.493299991,0.181899995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,5958
5560,went,__we_nt___,__wEnt____,6789.0,68.19999695,0.670799971,660.0,15028.0,2904.0,1644.0,1219.0,1125.0,852.0,737.0,663.0,599.0,535.0,424.0,361.0,278.0,111.0,15028.0,1.6,5960
5561,wept,__we_pt___,__wEpt____,23.0,46.29999924,0.443699986,4.0,124.0,0.0,5.0,8.0,8.0,7.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,124.0,4.6,5961
5562,were,__we_re___,__w^r_____,86582.0,75.69999695,0.912400007,3713.0,68723.0,2300.0,2857.0,3474.0,3623.0,4032.0,4155.0,4122.0,4100.0,4051.0,4024.0,3961.0,3797.0,3010.0,68723.0,1.5,5962
5563,west,__we_st___,__wEst____,18461.0,62.79999924,0.745999992,189.0,4082.0,66.0,95.0,113.0,119.0,166.0,181.0,190.0,195.0,194.0,209.0,209.0,204.0,139.0,4082.0,4.5,5963
5564,wet,__we_t____,__wEt_____,262.0,59.20000076,0.91140002,83.0,1549.0,218.0,127.0,106.0,103.0,99.0,95.0,92.0,83.0,78.0,64.0,52.0,40.0,16.0,1549.0,5.3,5964
5565,whack,_wha_ck___,__w@k_____,57.0,38.90000153,0.433400005,0.783800006,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.9,5965
5566,whacked,_wha_cked_,__w@kt____,27.0,36.5,0.28290000600000004,0.44909998799999995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.193220934316819,5966
5567,whacks,_wha_cks__,__w@ks____,6.0,29.29999924,0.307399988,0.084299996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,5967
5568,whale,_wha_le___,__wel_____,94.0,53.79999924,0.601000011,23.0,590.0,49.0,42.0,31.0,24.0,26.0,24.0,25.0,24.0,17.0,19.0,17.0,16.0,12.0,590.0,6.6,5968
5569,wham,_wha_m____,__w@m_____,8.0,36.70000076,0.417100012,0.46840000200000004,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.1,5969
5570,wharf,_wha_rf___,__worf____,96.0,45.29999924,0.4833,3.0,94.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,94.0,2.6,5970
5571,wharves,_wha_rves_,__worvz___,2.0,40.90000153,0.46669998799999995,1.0,35.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,4.193220934316819,5971
5572,what,_wha_t____,__w^t_____,38782.0,74.09999847,0.963800013,2560.0,45508.0,4928.0,3885.0,3879.0,3525.0,2927.0,2600.0,2503.0,2348.0,2222.0,1998.0,1888.0,1747.0,1259.0,45508.0,1.4,5972
5573,wheat,_wheat____,__wit_____,2126.0,56.59999847,0.898199975,45.0,859.0,89.0,34.0,26.0,30.0,41.0,38.0,40.0,42.0,42.0,41.0,42.0,43.0,28.0,859.0,6.5,5973
5574,wheats,_wheats___,__wits____,1.0,20.79999924,0.0,0.0119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,5974
5575,wheel,_wheel____,__wil_____,652.0,58.0,0.79400003,62.0,1304.0,37.0,67.0,80.0,84.0,67.0,65.0,60.0,61.0,60.0,64.0,63.0,46.0,22.0,1304.0,6.5,5975
5576,wheels,_wheels___,__wilz____,340.0,57.0,0.849099994,50.0,982.0,162.0,110.0,55.0,52.0,37.0,42.0,39.0,36.0,37.0,35.0,36.0,27.0,7.0,982.0,4.193220934316819,5976
5577,wheeze,_wheeze___,__wiz_____,4.0,33.70000076,0.241400003,0.237100005,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.8,5977
5578,wheezed,_wheezed__,__wizd____,2.0,37.59999847,0.306100011,0.580500007,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.193220934316819,5978
5579,whelp,_whe_lp___,__wElp____,0.0,29.10000038,0.0,0.081600003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.9,5979
5580,whelps,_whe_lps__,__wElps___,1.0,25.10000038,0.0,0.032600001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,5980
5581,when,_whe_n____,__wEn_____,60840.0,75.0,0.991900027,3137.0,54543.0,2676.0,3114.0,3651.0,3623.0,3571.0,3448.0,3400.0,3340.0,3284.0,3130.0,3060.0,2891.0,2141.0,54543.0,1.7,5981
5582,whence,_whe_nce__,__wEns____,18.0,42.90000153,0.48809999200000004,1.0,54.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,54.0,2.1,5982
5583,where,_whe_re___,__wEr_____,20122.0,70.30000305,0.981999993,1073.0,18798.0,1477.0,1177.0,1308.0,1287.0,1257.0,1191.0,1147.0,1116.0,1087.0,981.0,946.0,873.0,664.0,18798.0,1.9,5983
5584,whet,_whe_t____,__wEt_____,16.0,31.60000038,0.306100011,0.145099998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9,5984
5585,whey,_whey_____,__we______,2.0,30.39999962,0.194999993,0.10970000199999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.7,5985
5586,which,_whi_ch___,__wIC_____,118913.0,73.30000305,0.991100013,2134.0,37134.0,209.0,398.0,718.0,905.0,1501.0,1839.0,2006.0,2176.0,2346.0,2722.0,2862.0,3128.0,3417.0,37134.0,1.6,5987
5587,whiff,_whi_ff___,__wIf_____,69.0,38.90000153,0.355599999,0.7745000120000001,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,5988
5588,whiffs,_whi_ffs__,__wIfs____,2.0,28.79999924,0.296000004,0.075800002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,5989
5589,whig,_whi_g____,__wIg_____,9.0,41.40000153,0.296799988,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,52.0,4.193220934316819,5990
5590,whigs,_whi_gs___,__wIgz____,13.0,39.5,0.1184,0.884299994,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.193220934316819,5991
5591,while,_whi_le___,__wAl_____,35585.0,67.80000305,0.989899993,606.0,10566.0,312.0,494.0,567.0,606.0,610.0,597.0,617.0,615.0,610.0,600.0,595.0,585.0,621.0,10566.0,2.0,5992
5592,whim,_whi_m____,__wIm_____,64.0,40.40000153,0.610800028,1.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,27.0,1.8,5993
5593,whims,_whi_ms___,__wImz____,40.0,39.40000153,0.618099988,0.8644999859999999,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.193220934316819,5994
5594,whin,_whi_n____,__wIn_____,0.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,5995
5595,whine,_whi_ne___,__wAn_____,13.0,42.79999924,0.570200026,1.0,48.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,48.0,3.7,5996
5596,whined,_whi_ned__,__wAnd____,1.0,42.5,0.44179999799999997,1.0,52.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,52.0,4.193220934316819,5997
5597,whines,_whi_nes__,__wAnz____,9.0,34.29999924,0.35280001200000005,0.26879999,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.193220934316819,5998
5598,whip,_whi_p____,__wIp_____,239.0,50.0,0.627099991,10.0,238.0,6.0,18.0,16.0,14.0,13.0,10.0,9.0,7.0,8.0,8.0,9.0,8.0,1.0,238.0,5.0,5999
5599,whipped,_whi_pped_,__wIpt____,90.0,49.29999924,0.661300004,8.0,198.0,8.0,10.0,9.0,11.0,11.0,9.0,9.0,9.0,6.0,5.0,5.0,4.0,1.0,198.0,4.193220934316819,6000
5600,whips,_whi_ps___,__wIps____,34.0,42.70000076,0.726100028,1.0,41.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41.0,4.193220934316819,6001
5601,whir,_whi_r____,__w^r_____,5.0,39.09999847,0.289600015,0.819100022,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.193220934316819,6002
5602,whirl,_whi_rl___,__w^rl____,23.0,43.09999847,0.771000028,2.0,43.0,7.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,43.0,4.4,6003
5603,whirled,_whi_rled_,__w^rld___,10.0,47.29999924,0.508400023,5.0,143.0,9.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,2.0,0.0,143.0,4.193220934316819,6004
5604,whirls,_whi_rls__,__w^rlz___,4.0,36.90000153,0.616900027,0.49050000299999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.193220934316819,6005
5605,whirs,_whi_rs___,__w^rz____,3.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,6006
5606,whisk,_whi_sk___,__wIsk____,13.0,35.29999924,0.289900005,0.340299994,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.9,6007
5607,whisked,_whi_sked_,__wIskt___,25.0,40.5,0.364300013,1.0,36.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,4.193220934316819,6008
5608,whisks,_whi_sks__,__wIsks___,7.0,29.29999924,0.289400011,0.08500000099999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,6009
5609,whist,_whi_st___,__wIst____,0.0,31.20000076,0.0,0.130600005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,6010
5610,white,_whi_te___,__wAt_____,13667.0,66.09999847,0.9278,403.0,7376.0,360.0,377.0,403.0,455.0,438.0,470.0,466.0,426.0,437.0,392.0,360.0,305.0,236.0,7376.0,6.5,6012
5611,whits,_whi_ts___,__wIts____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,6013
5612,whiz,_whi_z____,__wIz_____,109.0,40.70000076,0.518100023,1.0,31.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,3.0,6014
5613,whizzed,_whi_zzed_,__wIzd____,12.0,39.59999847,0.496800005,0.9167000059999999,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.193220934316819,6015
5614,who,_who______,__hu______,90434.0,72.59999847,0.9552000159999999,1826.0,32675.0,1086.0,1133.0,1457.0,1557.0,1715.0,1807.0,1839.0,1862.0,1881.0,2014.0,2013.0,2044.0,1962.0,32675.0,1.5,6016
5615,whole,_who_le___,__hol_____,4497.0,64.30000305,0.9557999970000001,270.0,4834.0,114.0,227.0,259.0,270.0,285.0,295.0,287.0,288.0,287.0,283.0,273.0,265.0,216.0,4834.0,2.9,6017
5616,whom,_who_m____,__hum_____,2987.0,60.09999847,0.92049998,101.0,1861.0,6.0,20.0,33.0,47.0,79.0,95.0,99.0,109.0,116.0,131.0,145.0,148.0,120.0,1861.0,2.1,6018
5617,whoop,_whoop____,__wup_____,13.0,39.59999847,0.387800008,0.905099988,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.1,6019
5618,whop,_who_p____,__wap_____,2.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,6020
5619,whore,_who_re___,__hor_____,16.0,34.59999847,0.150199994,0.289600015,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.3,6021
5620,whores,_who_res__,__horz____,12.0,32.70000076,0.17180000199999998,0.187600002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,6022
5621,whorl,_who_rl___,__worl____,1.0,30.70000076,0.31549999100000004,0.11770000300000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,6023
5622,whorls,_who_rls__,__worlz___,4.0,33.70000076,0.250200003,0.233099997,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.193220934316819,6024
5623,whose,_who_se___,__huz_____,9586.0,61.20000076,0.9528999920000001,132.0,2373.0,9.0,22.0,39.0,49.0,94.0,108.0,120.0,128.0,131.0,144.0,153.0,179.0,218.0,2373.0,4.193220934316819,6025
5624,wick,__wi_ck___,__wIk_____,34.0,42.09999847,0.636399984,1.0,39.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,5.4,6026
5625,wicks,__wi_cks__,__wIks____,10.0,36.09999847,0.304399997,0.4102,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.193220934316819,6027
5626,wide,__wi_de___,__wAd_____,6141.0,61.5,0.9703000190000001,140.0,2489.0,65.0,111.0,113.0,130.0,137.0,135.0,139.0,138.0,132.0,143.0,142.0,134.0,114.0,2489.0,4.1,6028
5627,width,__wi_dth__,__wItT____,44.0,50.59999847,0.6723999979999999,11.0,278.0,1.0,0.0,4.0,7.0,10.0,11.0,12.0,13.0,13.0,16.0,16.0,15.0,8.0,278.0,3.4,6029
5628,widths,__wi_dths_,__wItTs___,6.0,38.90000153,0.437000006,0.776499987,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.193220934316819,6030
5629,wield,__wield___,__wild____,104.0,37.20000076,0.5455999970000001,0.5256000160000001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.7,6031
5630,wife,__wi_fe___,__wAf_____,3219.0,60.90000153,0.816399992,123.0,2465.0,191.0,157.0,123.0,139.0,137.0,138.0,134.0,125.0,119.0,124.0,114.0,107.0,45.0,2465.0,5.7,6032
5631,wig,__wi_g____,__wIg_____,79.0,43.90000153,0.34589999899999996,2.0,89.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,89.0,6.5,6033
5632,wigs,__wi_gs___,__wIgz____,49.0,39.90000153,0.514199972,0.9876000290000001,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.193220934316819,6036
5633,wild,__wi_ld___,__wAld____,1022.0,60.70000076,0.830500007,117.0,2321.0,55.0,101.0,122.0,134.0,156.0,148.0,138.0,138.0,132.0,122.0,111.0,107.0,36.0,2321.0,4.1,6037
5634,wile,__wi_le___,__wAl_____,6.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,6038
5635,wiles,__wi_les__,__wAlz____,45.0,34.59999847,0.49129998700000005,0.28880000100000003,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,6039
5636,will,__wi_ll___,__wIl_____,164389.0,73.30000305,0.970200002,2153.0,38109.0,4845.0,2333.0,1948.0,1755.0,1745.0,1764.0,1798.0,1821.0,1876.0,1989.0,2028.0,2200.0,2171.0,38109.0,2.6,6040
5637,willed,__wi_lled_,__wIld____,93.0,40.29999924,0.5641000270000001,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,27.0,4.193220934316819,6041
5638,wills,__wi_lls__,__wIlz____,97.0,42.90000153,0.44150000799999994,1.0,62.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,62.0,4.193220934316819,6042
5639,wilt,__wi_lt___,__wIlt____,20.0,43.29999924,0.582000017,2.0,54.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,54.0,4.1,6043
5640,wilts,__wi_lts__,__wIlts___,2.0,30.20000076,0.29350000600000004,0.1039,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,6044
5641,win,__wi_n____,__wIn_____,5064.0,57.5,0.811500013,55.0,1121.0,138.0,88.0,65.0,57.0,52.0,51.0,50.0,49.0,44.0,42.0,38.0,40.0,37.0,1121.0,4.0,6045
5642,wince,__wi_nce__,__wIns____,14.0,31.60000038,0.306100011,0.145099998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.4,6046
5643,winced,__wi_nced_,__wInst___,9.0,41.0,0.6019999979999999,1.0,31.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,4.193220934316819,6047
5644,winch,__wi_nch__,__wInC____,13.0,33.5,0.401499987,0.222100005,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.6,6048
5645,wind,__wi_nd___,__wInd____,1054.0,62.40000153,0.7369999890000001,174.0,3775.0,317.0,238.0,246.0,244.0,243.0,231.0,216.0,208.0,189.0,161.0,143.0,107.0,30.0,3775.0,4.7,6049
5646,winds,__wi_nds__,__wIndz___,342.0,56.70000076,0.73150003,47.0,1033.0,6.0,23.0,39.0,49.0,63.0,72.0,72.0,72.0,70.0,61.0,61.0,43.0,11.0,1033.0,4.193220934316819,6050
5647,wine,__wi_ne___,__wAn_____,1446.0,54.0,0.631900012,25.0,609.0,2.0,11.0,16.0,19.0,24.0,32.0,37.0,39.0,43.0,43.0,39.0,27.0,12.0,609.0,6.2,6051
5648,wines,__wi_nes__,__wAnz____,523.0,42.90000153,0.22509999600000002,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,112.0,4.193220934316819,6052
5649,wing,__wi_ng___,__wIng____,1331.0,53.40000153,0.796899974,21.0,441.0,20.0,21.0,19.0,22.0,20.0,22.0,21.0,23.0,21.0,18.0,17.0,15.0,9.0,441.0,6.1,6053
5650,wings,__wi_ngs__,__wIngz___,424.0,56.40000153,0.644299984,43.0,1024.0,52.0,71.0,65.0,67.0,60.0,54.0,50.0,48.0,43.0,38.0,34.0,25.0,7.0,1024.0,4.193220934316819,6054
5651,wink,__wi_nk___,__wInk____,36.0,43.40000153,0.477899998,2.0,61.0,9.0,6.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,61.0,5.4,6055
5652,winked,__wi_nked_,__wInkt___,8.0,43.90000153,0.365700006,2.0,78.0,6.0,5.0,8.0,7.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,78.0,4.193220934316819,6056
5653,winks,__wi_nks__,__wInks___,15.0,34.70000076,0.205400005,0.29820001100000004,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.193220934316819,6057
5654,wins,__wi_ns___,__wInz____,816.0,47.70000076,0.776499987,5.0,123.0,20.0,11.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,123.0,4.193220934316819,6058
5655,wipe,__wi_pe___,__wAp_____,292.0,48.0,0.812099993,6.0,129.0,3.0,2.0,8.0,7.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,129.0,5.0,6059
5656,wiped,__wi_ped__,__wApt____,436.0,52.29999924,0.852100015,17.0,332.0,7.0,25.0,20.0,20.0,17.0,13.0,13.0,12.0,12.0,14.0,13.0,11.0,8.0,332.0,4.193220934316819,6060
5657,wipes,__wi_pes__,__wAps____,22.0,32.59999847,0.126699999,0.180000007,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.193220934316819,6061
5658,wire,__wi_re___,__wAr_____,1208.0,57.29999924,0.641300023,53.0,1321.0,18.0,35.0,39.0,39.0,57.0,67.0,76.0,79.0,76.0,62.0,54.0,53.0,33.0,1321.0,6.0,6062
5659,wires,__wi_res__,__wArz____,243.0,54.20000076,0.658800006,26.0,639.0,9.0,23.0,18.0,21.0,33.0,36.0,36.0,36.0,29.0,22.0,19.0,17.0,17.0,639.0,4.193220934316819,6063
5660,wise,__wi_se___,__wAz_____,476.0,56.79999924,0.899200022,47.0,893.0,106.0,47.0,40.0,35.0,36.0,45.0,46.0,47.0,49.0,48.0,49.0,39.0,28.0,893.0,2.9,6064
