,word,ort,pho,wf,adjusted_wf
5210,sun,__su_n____,__s^n___,69.67,69.67
5211,sung,__su_ng___,__s^ng__,3.49,3.49
5212,sunk,__su_nk___,__s^nk__,4.65,4.65
5213,suns,__su_ns___,__s^nz__,0.94,0.94
5214,sup,__su_p____,__s^p___,0.92,0.92
5215,surd,__su_rd___,__s^rd__,0.06,0.06
5216,sure,__su_re___,__S^r___,1099.82,1099.82
5217,surf,__su_rf___,__s^rf__,6.35,6.35
5218,surfs,__su_rfs__,__s^rfs_,0.12,0.12
5219,surge,__su_rge__,__s^rJ__,1.84,1.84
5220,surged,__su_rged_,__s^rJd_,0.14,0.14
5221,svelte,_sve_lte__,_svElt__,0.1,0.1
5222,swab,_swa_b____,_sw@b___,2.37,2.37
5223,swabbed,_swa_bbed_,_sw@bd__,0.41,0.41
5224,swabs,_swa_bs___,_sw@bz__,0.84,0.84
5225,swag,_swa_g____,_sw@g___,0.49,0.49
5226,swain,_swain____,_swen___,0.24,0.24
5227,swam,_swa_m____,_sw@m___,2.41,2.41
5228,swamp,_swa_mp___,_swamp__,8.98,8.98
5229,swamps,_swa_mps__,_swamps_,0.88,0.88
5230,swan,_swa_n____,_swan___,6.82,6.82
5231,swank,_swa_nk___,_sw@nk__,0.47,0.47
5232,swans,_swa_ns___,_swanz__,1.27,1.27
5233,swap,_swa_p____,_swap___,3.63,3.63
5234,swapped,_swa_pped_,_swopt__,0.65,0.65
5235,swaps,_swa_ps___,_sw@ps__,0.08,0.08
5236,sward,_swa_rd___,_sward__,0.0,0.0
5237,swarm,_swa_rm___,_sworm__,1.33,1.33
5238,swarmed,_swa_rmed_,_swormd_,0.35,0.35
5239,swarms,_swa_rms__,_swarmz_,0.43,0.43
5240,swat,_swa_t____,_swat___,3.84,3.84
5241,swatch,_swa_tch__,_swatC__,0.35,0.35
5242,swath,_swa_th___,_swaT___,0.22,0.22
5243,swaths,_swa_ths__,_swaTs__,0.0,0.0
5244,sway,_sway_____,_swe____,2.53,2.53
5245,sways,_sways____,_swez___,0.14,0.14
5246,swear,_swear____,_swEr___,88.16,88.16
5247,swears,_swears___,_swErz__,2.31,2.31
5248,sweat,_sweat____,_swEt___,21.86,21.86
5249,sweats,_sweats___,_swEts__,1.61,1.61
5250,swede,_swe_de___,_swid___,1.39,1.39
5251,sweep,_sweep____,_swip___,9.51,9.51
5252,sweeps,_sweeps___,_swips__,2.12,2.12
5253,sweet,_sweet____,_swit___,145.2,145.2
5254,swell,_swe_ll___,_swEl___,20.8,20.8
5255,swelled,_swe_lled_,_swEld__,0.76,0.76
5256,swells,_swe_lls__,_swElz__,1.2,1.2
5257,swept,_swe_pt___,_swEpt__,4.76,4.76
5258,swerve,_swe_rve__,_sw^rv__,0.67,0.67
5259,swerved,_swe_rved_,_sw^rvd_,0.47,0.47
5260,swerves,_swe_rves_,_sw^rvz_,0.08,0.08
5261,swift,_swi_ft___,_swIft__,3.86,3.86
5262,swig,_swi_g____,_swIg___,0.94,0.94
5263,swigs,_swi_gs___,_swIgz__,0.08,0.08
5264,swill,_swi_ll___,_swIl___,0.96,0.96
5265,swim,_swi_m____,_swIm___,31.8,31.8
5266,swims,_swi_ms___,_swImz__,1.43,1.43
5267,swing,_swi_ng___,_swIng__,25.98,25.98
5268,swinge,_swi_nge__,_swInJ__,0.0,0.0
5269,swings,_swi_ngs__,_swIngz_,3.53,3.53
5270,swipe,_swi_pe___,_swAp___,1.61,1.61
5271,swipes,_swi_pes__,_swAps__,0.14,0.14
5272,swirl,_swi_rl___,_sw^rl__,0.9,0.9
5273,swirled,_swi_rled_,_sw^rld_,0.1,0.1
5274,swirls,_swi_rls__,_sw^rlz_,0.33,0.33
5275,swish,_swi_sh___,_swIS___,1.61,1.61
5276,swished,_swi_shed_,_swISt__,0.04,0.04
5277,switch,_swi_tch__,_swItC__,28.12,28.12
5278,swiz,_swi_z____,_swIz___,0.0,0.0
5279,swoon,_swoon____,_swun___,0.61,0.61
5280,swoop,_swoop____,_swup___,1.53,1.53
5281,swooped,_swooped__,_swupt__,0.49,0.49
5282,swoops,_swoops___,_swups__,0.08,0.08
5283,sword,_swo_rd___,__sord__,26.18,26.18
5284,swords,_swo_rds__,__sordz_,4.31,4.31
5285,swore,_swo_re___,_swor___,8.75,8.75
5286,swung,_swu_ng___,_sw^ng__,2.29,2.29
5287,sylph,__sy_lph__,__sIlf__,0.0,0.0
5288,sylphs,__sy_lphs_,__sIlfs_,0.0,0.0
5289,sync,__sy_nc___,__sInk__,3.29,3.29
5290,ta,__ta______,__ta____,4.53,4.53
5291,tab,__ta_b____,__t@b___,5.76,5.76
5292,tabs,__ta_bs___,__t@bz__,2.12,2.12
5293,tack,__ta_ck___,__t@k___,2.12,2.12
5294,tacks,__ta_cks__,__t@ks__,0.51,0.51
5295,tact,__ta_ct___,__t@kt__,1.1,1.1
5296,tacts,__ta_cts__,__t@kts_,0.0,0.0
5297,tag,__ta_g____,__t@g___,13.88,13.88
5298,tagged,__ta_gged_,__t@gd__,1.88,1.88
5299,tags,__ta_gs___,__t@gz__,3.55,3.55
5300,tail,__tail____,__tel___,23.9,23.9
5301,tails,__tails___,__telz__,5.69,5.69
5302,taint,__taint___,__tent__,0.78,0.78
5303,taints,__taints__,__tents_,0.04,0.04
5304,take,__ta_ke___,__tek___,1891.04,1891.04
5305,takes,__ta_kes__,__teks__,117.37,117.37
5306,talc,__ta_lc___,__t@lk__,0.24,0.24
5307,talcs,__ta_lcs__,__t@lks_,0.0,0.0
5308,tale,__ta_le___,__tel___,12.0,12.0
5309,tales,__ta_les__,__telz__,7.04,7.04
5310,talk,__ta_lk___,__talk__,855.0,855.0
5311,talked,__ta_lked_,__talkt_,102.47,102.47
5312,talks,__ta_lks__,__talks_,23.84,23.84
5313,tall,__ta_ll___,__tal___,32.33,32.33
5314,tam,__ta_m____,__t@m___,0.0,0.0
5315,tame,__ta_me___,__tem___,2.73,2.73
5316,tamp,__ta_mp___,__t@mp__,0.06,0.06
5317,tamped,__ta_mped_,__t@mpt_,0.0,0.0
5318,tamps,__ta_mps__,__t@mps_,0.0,0.0
5319,tams,__ta_ms___,__t@mz__,0.0,0.0
5320,tan,__ta_n____,__t@n___,8.61,8.61
5321,tang,__ta_ng___,__t@ng__,2.24,2.24
5322,tangs,__ta_ngs__,__t@ngz_,0.1,0.1
5323,tank,__ta_nk___,__t@nk__,25.61,25.61
5324,tanks,__ta_nks__,__t@nks_,9.92,9.92
5325,tanned,__ta_nned_,__t@nd__,0.61,0.61
5326,tans,__ta_ns___,__t@nz__,0.16,0.16
5327,tap,__ta_p____,__t@p___,14.75,14.75
5328,tape,__ta_pe___,__tep___,68.84,68.84
5329,tapes,__ta_pes__,__teps__,13.02,13.02
5330,tapped,__ta_pped_,__t@pt__,4.47,4.47
5331,taps,__ta_ps___,__t@ps__,2.55,2.55
5332,tar,__ta_r____,__tar___,3.14,3.14
5333,tare,__ta_re___,__tEr___,0.08,0.08
5334,tares,__ta_res__,__tErz__,0.02,0.02
5335,tarn,__ta_rn___,__tarn__,0.92,0.92
5336,tarns,__ta_rns__,__tarnz_,0.0,0.0
5337,tars,__ta_rs___,__tarz__,0.08,0.08
5338,tart,__ta_rt___,__tart__,2.39,2.39
5339,task,__ta_sk___,__t@sk__,12.73,12.73
5340,tasks,__ta_sks__,__t@sks_,1.67,1.67
5341,taste,__ta_ste__,__test__,51.31,51.31
5342,tastes,__ta_stes_,__tests_,11.98,11.98
5343,tat,__ta_t____,__t@t___,1.08,1.08
5344,tats,__ta_ts___,__t@ts__,0.25,0.25
5345,taught,__taught__,__tat___,43.84,43.84
5346,taunt,__taunt___,__tant__,0.63,0.63
5347,taunts,__taunts__,__tants_,0.16,0.16
5348,taut,__taut____,__tat___,0.69,0.69
5349,taw,__taw_____,__ta____,0.0,0.0
5350,taws,__taws____,__taz___,0.0,0.0
5351,tax,__ta_x____,__t@ks__,14.55,14.55
5352,tea,__tea_____,__ti____,58.63,58.63
5353,teach,__teach___,__tiC___,72.84,72.84
5354,teak,__teak____,__tik___,0.39,0.39
5355,teaks,__teaks___,__tiks__,0.0,0.0
5356,teal,__teal____,__til___,0.51,0.51
5357,teals,__teals___,__tilz__,0.0,0.0
5358,team,__team____,__tim___,147.61,147.61
5359,teams,__teams___,__timz__,15.49,15.49
5360,tear,__tear____,__tEr___,27.0,27.0
5361,tears,__tears___,__tirz__,22.35,22.35
5362,teas,__teas____,__tiz___,0.51,0.51
5363,tease,__tease___,__tiz___,5.69,5.69
5364,teased,__teased__,__tizd__,0.94,0.94
5365,teat,__teat____,__tit___,0.31,0.31
5366,teats,__teats___,__tits__,0.37,0.37
5367,tee,__tee_____,__ti____,2.16,2.16
5368,teem,__teem____,__tim___,0.04,0.04
5369,teemed,__teemed__,__timd__,0.0,0.0
5370,teems,__teems___,__timz__,0.04,0.04
5371,tees,__tees____,__tiz___,0.18,0.18
5372,teeth,__teeth___,__tiT___,47.84,47.84
5373,teg,__te_g____,__tEg___,0.0,0.0
5374,tell,__te_ll___,__tEl___,1724.49,1724.49
5375,tells,__te_lls__,__tElz__,52.25,52.25
5376,temp,__te_mp___,__tEmp__,3.02,3.02
5377,tempt,__te_mpt__,__tEmpt_,2.53,2.53
5378,tench,__te_nch__,__tEnC__,0.02,0.02
5379,tend,__te_nd___,__tEnd__,12.27,12.27
5380,tends,__te_nds__,__tEndz_,2.65,2.65
5381,tense,__te_nse__,__tEns__,10.24,10.24
5382,tent,__te_nt___,__tEnt__,17.49,17.49
5383,tents,__te_nts__,__tEnts_,1.92,1.92
5384,term,__te_rm___,__t^rm__,17.45,17.45
5385,terms,__te_rms__,__t^rmz_,22.31,22.31
5386,tern,__te_rn___,__t^rn__,0.02,0.02
5387,terns,__te_rns__,__t^rnz_,0.08,0.08
5388,terse,__te_rse__,__t^rs__,0.16,0.16
5389,test,__te_st___,__tEst__,84.08,84.08
5390,tests,__te_sts__,__tEsts_,23.47,23.47
5391,text,__te_xt___,__tEkst_,5.24,5.24
5392,texts,__te_xts__,__tEksts,0.65,0.65
5393,than,_tha_n____,__D@n___,738.8,738.8
5394,thane,_tha_ne___,__Ten___,0.71,0.71
5395,thank,_tha_nk___,__T@nk__,1115.24,1115.24
5396,thanked,_tha_nked_,__T@nkt_,3.8,3.8
5397,thanks,_tha_nks__,__T@nks_,623.31,623.31
5398,that,_tha_t____,__D@t___,14111.31,14111.31
5399,thatch,_tha_tch__,__T@tC__,0.75,0.75
5400,thaw,_thaw_____,__Ta____,1.59,1.59
5401,thawed,_thawed___,__Tad___,0.55,0.55
5402,thaws,_thaws____,__Taz___,0.16,0.16
5403,the,_the______,__D^____,29449.18,29449.18
5404,thee,_thee_____,__Di____,26.02,26.02
5405,theft,_the_ft___,__TEft__,6.75,6.75
5406,thefts,_the_fts__,__TEfts_,0.55,0.55
5407,their,_their____,__DEr___,655.16,655.16
5408,theirs,_theirs___,__DErz__,7.75,7.75
5409,them,_the_m____,__DEm___,1778.82,1778.82
5410,theme,_the_me___,__Tim___,13.92,13.92
5411,themes,_the_mes__,__Timz__,1.12,1.12
5412,then,_the_n____,__TEn___,1489.53,1489.53
5413,thence,_the_nce__,__TEns__,0.27,0.27
5414,there,_the_re___,__TEr___,4348.12,4348.12
5415,therm,_the_rm___,__T^rm__,0.02,0.02
5416,these,_the_se___,__Diz___,904.0,904.0
5417,they,_they_____,__De____,4102.94,4102.94
5418,thick,_thi_ck___,__TIk___,13.98,13.98
5419,thief,_thief____,__Tif___,24.27,24.27
5420,thieve,_thieve___,__Tiv___,0.12,0.12
5421,thieves,_thieves__,__Tivz__,9.1,9.1
5422,thigh,_thi_gh___,__TA____,3.75,3.75
5423,thighs,_thi_ghs__,__TAz___,3.84,3.84
5424,thin,_thi_n____,__TIn___,20.18,20.18
5425,thine,_thi_ne___,__DAn___,2.88,2.88
5426,thing,_thi_ng___,__TIng__,1088.67,1088.67
5427,things,_thi_ngs__,__TIngz_,692.88,692.88
5428,think,_thi_nk___,__TInk__,2691.39,2691.39
5429,thinks,_thi_nks__,__TInks_,102.65,102.65
5430,thirst,_thi_rst__,__T^rst_,3.73,3.73
5431,thirsts,_thi_rsts_,__T^rsts,0.04,0.04
5432,this,_thi_s____,__DIs___,7978.73,7978.73
5433,tho,_tho______,__Do____,0.0,0.0
5434,thole,_tho_le___,__Tol___,0.0,0.0
5435,thong,_tho_ng___,__Tang__,2.1,2.1
5436,thongs,_tho_ngs__,__Tangz_,0.47,0.47
5437,thorn,_tho_rn___,__Torn__,5.1,5.1
5438,thorns,_tho_rns__,__Tornz_,1.55,1.55
5439,those,_tho_se___,__Doz___,753.02,753.02
5440,thou,_thou_____,__DW____,22.43,22.43
5441,thought,_thought__,__Tat___,808.47,808.47
5442,thrall,thra_ll___,_Tral___,0.27,0.27
5443,thrash,thra_sh___,_Tr@S___,0.53,0.53
5444,thrashed,thra_shed_,_Tr@St__,0.43,0.43
5445,thread,thread____,_TrEd___,5.16,5.16
5446,threads,threads___,_TrEdz__,1.67,1.67
5447,threat,threat____,_TrEt___,20.76,20.76
5448,threats,threats___,_TrEts__,6.65,6.65
5449,thresh,thre_sh___,_TrES___,0.04,0.04
5450,threshed,thre_shed_,_TrESt__,0.0,0.0
5451,threw,threw_____,_Tru____,40.82,40.82
5452,thrice,thri_ce___,_TrAs___,0.51,0.51
5453,thrift,thri_ft___,_TrIft__,0.43,0.43
5454,thrifts,thri_fts__,_TrIfts_,0.0,0.0
5455,thrill,thri_ll___,_TrIl___,8.41,8.41
5456,thrills,thri_lls__,_TrIlz__,1.43,1.43
5457,thrive,thri_ve___,_TrAv___,1.75,1.75
5458,thrived,thri_ved__,_TrAvd__,0.18,0.18
5459,thrives,thri_ves__,_TrAvz__,0.47,0.47
5460,throat,throat____,_Trot___,36.02,36.02
5461,throats,throats___,_Trots__,3.55,3.55
5462,throb,thro_b____,_Trab___,0.24,0.24
5463,throbbed,thro_bbed_,_Trabd__,0.0,0.0
5464,throbs,thro_bs___,_Trabz__,0.22,0.22
5465,throes,throes____,_Troz___,0.53,0.53
5466,throne,thro_ne___,_Tron___,8.65,8.65
5467,thrones,thro_nes__,_Tronz__,0.51,0.51
5468,throng,thro_ng___,_Trang__,0.31,0.31
5469,throngs,thro_ngs__,_Trangz_,0.1,0.1
5470,through,through___,_Tru____,549.53,549.53
5471,throw,throw_____,_Tro____,128.82,128.82
5472,throws,throws____,_Troz___,7.53,7.53
5473,thru,thru______,_Tru____,0.61,0.61
5474,thrum,thru_m____,_Tr^m___,0.12,0.12
5475,thrush,thru_sh___,_Tr^S___,0.37,0.37
5476,thrust,thru_st___,_Tr^st__,3.86,1.93
5477,thrust,thru_st___,_Tr^st__,3.86,1.93
5478,thrusts,thru_sts__,_Tr^sts_,0.24,0.24
5479,thud,_thu_d____,__T^d___,1.94,1.94
5480,thuds,_thu_ds___,__T^dz__,0.18,0.18
5481,thug,_thu_g____,__T^g___,3.49,3.49
5482,thugs,_thu_gs___,__T^gz__,3.39,3.39
5483,thumb,_thu_mb___,__T^m___,11.82,11.82
5484,thumbs,_thu_mbs__,__T^mz__,4.67,4.67
5485,thump,_thu_mp___,__T^mp__,1.94,1.94
5486,thumped,_thu_mped_,__T^mpt_,0.14,0.14
5487,thumps,_thu_mps__,__T^mps_,0.1,0.1
5488,thus,_thu_s____,__T^s___,12.31,12.31
5489,thwack,thwa_ck___,_Tw@k___,0.04,0.04
5490,thwacks,thwa_cks__,_Tw@ks__,0.02,0.02
5491,thwart,thwa_rt___,_Twart__,0.33,0.33
5492,thy,_thy______,__DA____,24.37,24.37
5493,thyme,_thy_me___,__tAm___,0.2,0.2
5494,thymes,_thy_mes__,__tAmz__,0.0,0.0
5495,ti,__ti______,__ti____,0.0,0.0
5496,tic,__ti_c____,__tIk___,1.51,1.51
5497,tick,__ti_ck___,__tIk___,7.25,7.25
5498,ticked,__ti_cked_,__tIkt__,1.08,1.08
5499,ticks,__ti_cks__,__tIks__,1.16,1.16
5500,tics,__ti_cs___,__tIks__,0.29,0.29
5501,tide,__ti_de___,__tAd___,7.35,7.35
5502,tides,__ti_des__,__tAdz__,1.57,1.57
5503,tie,__tie_____,__tA____,44.43,44.43
5504,tied,__tied____,__tAd___,26.75,26.75
5505,tier,__tier____,__tir___,1.06,1.06
5506,tiers,__tiers___,__tirz__,0.45,0.45
5507,ties,__ties____,__tAz___,9.84,9.84
5508,tiff,__ti_ff___,__tIf___,0.86,0.86
5509,tiffs,__ti_ffs__,__tIfs__,0.08,0.08
5510,tight,__ti_ght__,__tAt___,50.92,50.92
5511,tights,__ti_ghts_,__tAts__,2.65,2.65
5512,tike,__ti_ke___,__tAk___,0.0,0.0
5513,tile,__ti_le___,__tAl___,2.12,2.12
5514,tiles,__ti_les__,__tAlz__,1.67,1.67
5515,tilt,__ti_lt___,__tIlt__,2.22,2.22
5516,tilth,__ti_lth__,__tIlT__,0.0,0.0
5517,time,__ti_me___,__tAm___,1958.63,1958.63
5518,times,__ti_mes__,__tAmz__,220.02,220.02
5519,tin,__ti_n____,__tIn___,8.65,8.65
5520,tine,__ti_ne___,__tAn___,0.18,0.18
5521,tines,__ti_nes__,__tAnz__,0.14,0.14
5522,tinge,__ti_nge__,__tInJ__,0.2,0.2
5523,tins,__ti_ns___,__tInz__,0.49,0.49
5524,tint,__ti_nt___,__tInt__,0.29,0.29
5525,tints,__ti_nts__,__tInts_,0.1,0.1
5526,tip,__ti_p____,__tIp___,27.63,27.63
5527,tips,__ti_ps___,__tIps__,9.16,9.16
5528,tire,__ti_re___,__tAr___,12.37,12.37
5529,tired,__ti_red__,__tArd__,112.65,112.65
5530,tires,__ti_res__,__tArz__,9.63,9.63
5531,tit,__ti_t____,__tIt___,3.35,3.35
5532,tithe,__ti_the__,__tAD___,0.02,0.02
5533,tithes,__ti_thes_,__tADz__,0.04,0.04
5534,tits,__ti_ts___,__tIts__,12.29,12.29
5535,to,__to______,__tu____,22677.84,22677.84
5536,toad,__toad____,__tod___,5.69,5.69
5537,toads,__toads___,__todz__,0.59,0.59
5538,toast,__toast___,__tost__,33.47,33.47
5539,toasts,__toasts__,__tosts_,0.53,0.53
5540,toe,__toe_____,__to____,12.69,12.69
5541,toes,__toes____,__toz___,12.51,12.51
5542,toff,__to_ff___,__taf___,0.14,0.14
5543,toil,__toil____,__tOl___,1.0,1.0
5544,toils,__toils___,__tOlz__,0.12,0.12
5545,told,__to_ld___,__told__,699.59,699.59
5546,toll,__to_ll___,__tol___,3.35,3.35
5547,tolls,__to_lls__,__tolz__,0.59,0.59
5548,tom,__to_m____,__tam___,0.0,0.0
5549,tomb,__to_mb___,__tum___,5.63,5.63
5550,tombs,__to_mbs__,__tumz__,1.1,1.1
5551,tome,__to_me___,__tom___,0.76,0.76
5552,tomes,__to_mes__,__tomz__,0.08,0.08
5553,ton,__to_n____,__t^n___,7.49,7.49
5554,tone,__to_ne___,__ton___,16.86,16.86
5555,tones,__to_nes__,__tonz__,1.96,1.96
5556,tongue,__to_ngue_,__t^ng__,31.16,31.16
5557,tongues,__to_ngues,__t^ngz_,3.08,3.08
5558,tons,__to_ns___,__t^nz__,9.41,9.41
5559,too,__too_____,__tu____,1371.57,1371.57
5560,took,__took____,__tUk___,342.24,342.24
5561,tool,__tool____,__tul___,10.75,10.75
5562,tools,__tools___,__tulz__,11.12,11.12
5563,toot,__toot____,__tut___,1.57,1.57
5564,tooth,__tooth___,__tuT___,13.57,13.57
5565,top,__to_p____,__tap___,133.43,133.43
5566,tope,__to_pe___,__top___,0.0,0.0
5567,tops,__to_ps___,__taps__,7.35,7.35
5568,toque,__to_que__,__tok___,0.08,0.08
5569,tor,__to_r____,__tor___,2.49,2.49
5570,torch,__to_rch__,__torC__,4.98,4.98
5571,tore,__to_re___,__tor___,8.29,8.29
5572,torque,__to_rque_,__tork__,0.73,0.73
5573,torques,__to_rques,__torks_,0.0,0.0
5574,tors,__to_rs___,__torz__,0.02,0.02
5575,tort,__to_rt___,__tort__,0.18,0.18
5576,torts,__to_rts__,__torts_,0.06,0.06
5577,tosh,__to_sh___,__taS___,0.24,0.24
5578,toss,__to_ss___,__tas___,12.39,12.39
5579,tossed,__to_ssed_,__tast__,8.25,8.25
5580,tot,__to_t____,__tat___,1.06,1.06
5581,tote,__to_te___,__tot___,1.08,1.08
5582,tots,__to_ts___,__tats__,0.9,0.9
5583,touch,__touch___,__t^C___,147.73,147.73
5584,touched,__touched_,__t^Ct__,29.51,29.51
5585,tough,__tough___,__t^f___,90.51,90.51
5586,tour,__tour____,__tor___,30.8,30.8
5587,tours,__tours___,__torz__,2.59,2.59
5588,tout,__tout____,__tWt___,1.08,1.08
5589,tow,__tow_____,__to____,5.78,5.78
5590,towed,__towed___,__tod___,1.27,1.27
5591,town,__town____,__tWn___,247.92,247.92
5592,towns,__towns___,__tWnz__,5.71,5.71
5593,tows,__tows____,__toz___,0.0,0.0
5594,toy,__toy_____,__tO____,16.84,16.84
5595,toys,__toys____,__tOz___,13.22,13.22
5596,trace,_tra_ce___,_tres___,19.39,19.39
5597,traced,_tra_ced__,_trest__,4.31,4.31
5598,track,_tra_ck___,_tr@k___,55.75,55.75
5599,tracks,_tra_cks__,_tr@ks__,16.75,16.75
5600,tract,_tra_ct___,_tr@kt__,1.43,1.43
5601,tracts,_tra_cts__,_tr@kts_,0.16,0.16
5602,trad,_tra_d____,_tr@d___,0.55,0.55
5603,trade,_tra_de___,_tred___,35.2,35.2
5604,trades,_tra_des__,_tredz__,1.25,1.25
5605,trail,_trail____,_trel___,19.2,19.2
5606,trails,_trails___,_trelz__,2.12,2.12
5607,train,_train____,_tren___,95.06,95.06
5608,trained,_trained__,_trend__,18.86,18.86
5609,trains,_trains___,_trenz__,8.16,8.16
5610,trait,_trait____,_tret___,1.08,1.08
5611,traits,_traits___,_trets__,1.14,1.14
5612,tram,_tra_m____,_tr@m___,1.37,1.37
5613,tramp,_tra_mp___,_tr@mp__,8.29,8.29
5614,tramped,_tra_mped_,_tr@mpt_,0.08,0.08
5615,tramps,_tra_mps__,_tr@mps_,1.47,1.47
5616,trance,_tra_nce__,_tr@ns__,5.25,5.25
5617,trap,_tra_p____,_tr@p___,23.84,23.84
5618,traps,_tra_ps___,_tr@ps__,4.67,4.67
5619,trash,_tra_sh___,_tr@S___,22.47,22.47
5620,tray,_tray_____,_tre____,8.04,8.04
5621,trays,_trays____,_trez___,1.53,1.53
5622,tread,_tread____,_trEd___,2.27,2.27
5623,treads,_treads___,_trEdz__,0.65,0.65
5624,treat,_treat____,_trit___,51.88,51.88
5625,treats,_treats___,_trits__,6.22,6.22
5626,tree,_tree_____,_tri____,65.0,65.0
5627,trees,_trees____,_triz___,30.69,30.69
5628,trek,_tre_k____,_trEk___,4.49,4.49
5629,treks,_tre_ks___,_trEks__,0.08,0.08
5630,trench,_tre_nch__,_trEnC__,3.08,3.08
5631,trend,_tre_nd___,_trEnd__,2.08,2.08
5632,trends,_tre_nds__,_trEndz_,0.71,0.71
5633,tress,_tre_ss___,_trEs___,0.12,0.12
5634,trews,_trews____,_truz___,0.0,0.0
5635,trial,_trial____,_trAl___,49.37,49.37
5636,trials,_trials___,_trAlz__,3.86,3.86
5637,tribe,_tri_be___,_trAb___,6.37,6.37
5638,tribes,_tri_bes__,_trAbz__,1.94,1.94
5639,trick,_tri_ck___,_trIk___,47.27,47.27
5640,tricks,_tri_cks__,_trIks__,19.0,19.0
5641,tried,_tried____,_trAd___,186.84,186.84
5642,tries,_tries____,_trAz___,15.82,15.82
5643,trig,_tri_g____,_trIg___,0.76,0.76
5644,trigs,_tri_gs___,_trIgz__,0.0,0.0
5645,trike,_tri_ke___,_trAk___,0.06,0.06
5646,trill,_tri_ll___,_trIl___,0.12,0.12
5647,trills,_tri_lls__,_trIlz__,0.1,0.1
5648,trim,_tri_m____,_trIm___,4.27,4.27
5649,trimmed,_tri_mmed_,_trImd__,0.92,0.92
5650,trims,_tri_ms___,_trImz__,0.08,0.08
5651,trip,_tri_p____,_trIp___,82.39,82.39
5652,tripe,_tri_pe___,_trAp___,0.8,0.8
5653,tripes,_tri_pes__,_trAps__,0.0,0.0
5654,trips,_tri_ps___,_trIps__,7.2,7.2
5655,trite,_tri_te___,_trAt___,0.78,0.78
5656,troll,_tro_ll___,_trol___,2.71,2.71
5657,trolls,_tro_lls__,_trolz__,1.37,1.37
5658,troop,_troop____,_trup___,5.8,5.8
5659,troops,_troops___,_trups__,19.27,19.27
5660,trope,_tro_pe___,_trop___,0.0,0.0
5661,trot,_tro_t____,_trat___,1.8,1.8
5662,troth,_tro_th___,_traT___,0.69,0.69
5663,trots,_tro_ts___,_trats__,0.0,0.0
5664,trough,_trough___,_traf___,1.41,1.41
5665,troughs,_troughs__,_trafs__,0.06,0.06
5666,trounce,_trounce__,_trWns__,0.06,0.06
5667,troupe,_troupe___,_trup___,1.76,1.76
5668,troupes,_troupes__,_trups__,0.04,0.04
5669,trout,_trout____,_trWt___,4.02,4.02
5670,trouts,_trouts___,_trWts__,0.04,0.04
5671,trove,_tro_ve___,_trov___,0.33,0.33
5672,troy,_troy_____,_trO____,0.0,0.0
5673,troys,_troys____,_trOz___,0.0,0.0
5674,truce,_tru_ce___,_trus___,4.31,4.31
5675,truck,_tru_ck___,_tr^k___,72.86,72.86
5676,trucks,_tru_cks__,_tr^ks__,9.86,9.86
5677,trudge,_tru_dge__,_tr^J___,0.24,0.24
5678,trudged,_tru_dged_,_tr^Jd__,0.02,0.02
5679,true,_true_____,_tru____,0.0,0.0
5680,trump,_tru_mp___,_tr^mp__,2.25,2.25
5681,trumped,_tru_mped_,_tr^mpt_,0.29,0.29
5682,trumps,_tru_mps__,_tr^mps_,0.55,0.55
5683,trunk,_tru_nk___,_tr^nk__,19.8,19.8
5684,trunks,_tru_nks__,_tr^nks_,2.51,2.51
5685,truss,_tru_ss___,_tr^s___,0.33,0.33
5686,trust,_tru_st___,_tr^st__,178.18,178.18
5687,trusts,_tru_sts__,_tr^sts_,3.71,3.71
5688,truth,_tru_th___,_truT___,192.18,192.18
5689,truths,_tru_ths__,_truDz__,1.59,1.59
5690,try,_try______,_trA____,476.75,476.75
5691,tryst,_try_st___,_trIst__,0.39,0.39
5692,trysts,_try_sts__,_trIsts_,0.06,0.06
5693,tsar,_tsa_r____,__zar___,0.37,0.37
5694,tsars,_tsa_rs___,__zarz__,0.06,0.06
5695,tub,__tu_b____,__t^b___,12.69,12.69
5696,tube,__tu_be___,__tub___,16.43,16.43
5697,tubes,__tu_bes__,__tubz__,6.61,6.61
5698,tubs,__tu_bs___,__t^bz__,0.9,0.9
5699,tuck,__tu_ck___,__t^k___,7.96,7.96
5700,tucked,__tu_cked_,__t^kt__,3.1,3.1
5701,tucks,__tu_cks__,__t^ks__,0.47,0.47
5702,tues,__tues____,__tuz___,0.0,0.0
5703,tuft,__tu_ft___,__t^ft__,0.04,0.04
5704,tufts,__tu_fts__,__t^fts_,0.16,0.16
5705,tug,__tu_g____,__t^g___,2.75,2.75
5706,tugged,__tu_gged_,__t^gd__,0.2,0.2
5707,tugs,__tu_gs___,__t^gz__,0.27,0.27
5708,tulle,__tu_lle__,__tul___,0.35,0.35
5709,tulles,__tu_lles_,__tulz__,0.0,0.0
5710,tun,__tu_n____,__t^n___,0.1,0.1
5711,tune,__tu_ne___,__tun___,15.61,15.61
5712,tunes,__tu_nes__,__tunz__,3.82,3.82
5713,tuns,__tu_ns___,__t^nz__,0.0,0.0
5714,tup,__tu_p____,__t^p___,0.1,0.1
5715,turd,__tu_rd___,__t^rd__,2.76,2.76
5716,turf,__tu_rf___,__t^rf__,4.27,4.27
5717,turfs,__tu_rfs__,__t^rfs_,0.08,0.08
5718,turn,__tu_rn___,__t^rn__,306.47,306.47
